Area,Theme,UNHCR Outcome Area,Core Indicator,Data collection date,Indicator,Value,Population group,Geographical Scope,Comment,Source,Publication,Publication link,Data source,Methodology available,Available questionnaire,Methodology overview,Limitations,Microdata link
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Jul - Sep 2023,"% of respondents missing an ""International Biometric Passport""",88,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Jul - Sep 2023,"% of respondents missing an ""Internal Passport""",11,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Jul - Sep 2023,"% of respondents missing an ""International Non-biometric Passport""",5,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jul - Sep 2023,% of households with school-aged children (5-17 yrs) that reported at least one child not registered for education in host country,27,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jul - Sep 2023,% of households with infants (0 to 4 inclusive) who are not able to access childcare services in the host country,58,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Jul - Sep 2023,% of respondents who experiencing difficulties in accessing healthcare in the host country when needed,32,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jul - Sep 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Prefer online"" as one of the main reasons",20,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jul - Sep 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Distance learning"" as one of the main reasons",11,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jul - Sep 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Lack special education"" as one of the main reasons",7,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jul - Sep 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Waiting for response"" as one of the main reasons",7,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Jul - Sep 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Long wait for appointments relevant to medical need"" as one of the difficulties",57,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Jul - Sep 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Medical facility/Health Provider refused to provide services"" as one of the difficulties",24,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.2 Realizing basic rights in safe environments,Shelter & settlements,9. Sustainable housing and settlements,,Jul - Sep 2023,"% of respondents who indicated ""Renting another"" as one of the main reasons for having to leave accommodation within 3 months",23,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Jul - Sep 2023,"% of respondents who indicated ""Financial Aid"" as one of their main information needs",41,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Jul - Sep 2023,"% of respondents who indicated ""Job Opportunities"" as one of their main information needs",24,Refugees,Lithuania,,UNHCR,Regional Protection Profiling & Monitoring,,Survey,yes,yes,Total survey sample size:  437 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Oct - Dec 2022,"% of respondents missing an ""International Biometric Passport""",75,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Oct - Dec 2022,"% of respondents missing an ""Internal Passport""",39,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Oct - Dec 2022,"% of respondents missing an ""International Non-biometric Passport""",14,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Oct - Dec 2022,% of households with school-aged children (5-17 yrs) that reported at least one child not registered for education in host country,77,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Oct - Dec 2022,% of households with infants (0 to 4 inclusive) who are not able to access childcare services in the host country,36,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Oct - Dec 2022,% of respondents who experiencing difficulties in accessing healthcare in the host country when needed,8,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Oct - Dec 2022,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Prefer online"" as one of the main reasons",91,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Oct - Dec 2022,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Not planning to stay in this country"" as one of the main reasons",7,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Oct - Dec 2022,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Lack required documents to enrol"" as one of the main reasons",1,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Oct - Dec 2022,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Language barriers"" as one of the main reasons",1,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Oct - Dec 2022,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Fees associated with care/medication/transportation"" as one of the difficulties",34,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Oct - Dec 2022,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Medical facility/Health Provider refused to provide services"" as one of the difficulties",34,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Shelter & settlements,9. Sustainable housing and settlements,,Oct - Dec 2022,"% of respondents who indicated ""Asked to leave"" as one of the main reasons for having to leave accommodation within 3 months",23,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Shelter & settlements,9. Sustainable housing and settlements,,Oct - Dec 2022,"% of respondents who indicated ""Don’t know"" as one of the main reasons for having to leave accommodation within 3 months",23,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Oct - Dec 2022,"% of respondents who indicated ""Financial Aid"" as one of their main information needs",64,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Oct - Dec 2022,"% of respondents who indicated ""Healthcare"" as one of their main information needs",33,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Oct - Dec 2022,% of respondents who have faced issues returning to their host countries after visiting Ukraine,1,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/100191,Survey,yes,yes,Total survey sample size: 556 respondents; convenience sampling for households selection in different locations,Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Jan - Mar 2023,"% of respondents who experienced difficulties applying for temporary protection who indicated ""Did not have required documents"" as one of the main challenges",100,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Jan - Mar 2023,"% of respondents who experienced difficulties applying for temporary protection who indicated ""Lack of available information"" as one of the main challenges",100,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Jan - Mar 2023,"% of respondents missing an ""International Biometric Passport""",58,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Jan - Mar 2023,"% of respondents missing an ""Internal Passport""",17,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Jan - Mar 2023,"% of respondents missing an ""International Non-biometric Passport""",14,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jan - Mar 2023,% of households with school-aged children (5-17 yrs) that reported at least one child not registered for education in host country,61,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Jan - Mar 2023,% of households with infants (0 to 4 inclusive) who are not able to access childcare services in the host country,37,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Jan - Mar 2023,% of respondents who experiencing difficulties in accessing healthcare in the host country when needed,9,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jan - Mar 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Prefer online"" as one of the main reasons",89,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jan - Mar 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Not planning to stay in this country"" as one of the main reasons",4,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Jan - Mar 2023,"% of respondents with at least 1 child not enrolled in school in host country who indicated ""Language barriers"" as one of the main reasons",2,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Jan - Mar 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Fees associated with care/medication/transportation"" as one of the difficulties",47,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Jan - Mar 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Long wait for appointments relevant to medical need"" as one of the difficulties",29,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Public health / nutrition,10. Healthy lives,,Jan - Mar 2023,"% of respondents who experienced difficulties in accessing healthcare who indicated ""Medical facility/Health Provider refused to provide services"" as one of the difficulties",19,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Shelter & settlements,9. Sustainable housing and settlements,,Jan - Mar 2023,"% of respondents who indicated ""Asked to leave"" as one of the main reasons for having to leave accommodation within 3 months",25,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Jan - Mar 2023,"% of respondents who indicated ""Financial Aid"" as one of their main information needs",71,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Jan - Mar 2023,"% of respondents who indicated ""Healthcare"" as one of their main information needs",32,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.2 Realizing basic rights in safe environments,Access to rights and services,7. Community engagement and women's empowerment,,Jan - Mar 2023,"% of respondents who indicated ""Legal status"" as one of their main information needs",22,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Jan - Mar 2023,% of respondents who have faced issues returning to their host countries after visiting Ukraine,1,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to rights and services,8. Well-being and basic needs,,Jan - Mar 2023,"% of respondents who faced issues returning from Ukraine who indicated ""Benefits removed/suspended"" as one of the difficulties",8,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Jan - Mar 2023,"% of respondents who faced issues returning from Ukraine who indicated ""Difficulties re-entering"" as one of the difficulties",46,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size: 2,847 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/1031
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Apr - Jun 2023,"% of respondents who experienced difficulties applying for temporary protection who indicated ""Long queues and wait times"" as one of the main challenges",44,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Apr - Jun 2023,"% of respondents who experienced difficulties applying for temporary protection who indicated ""Lack of available information"" as one of the main challenges",38,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.1 Attaining favorable protection environments,Access to territory and asylum,"1. Access to territory, registration and documentation",,Apr - Jun 2023,"% of respondents who experienced difficulties applying for temporary protection who indicated ""Did not have required documents"" as one of the main challenges",25,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Apr - Jun 2023,"% of respondents missing an ""International Biometric Passport""",68,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Apr - Jun 2023,"% of respondents missing an ""Internal Passport""",17,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.1 Attaining favorable protection environments,Access to civil registration and documentation,"1. Access to territory, registration and documentation",,Apr - Jun 2023,"% of respondents missing an ""International Non-biometric Passport""",7,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.3 Empowering communities and achieveing gender equality,Education,11. Education,,Apr - Jun 2023,% of households with school-aged children (5-17 yrs) that reported at least one child not registered for education in host country,59,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
3.3 Empowering communities and achieveing gender equality,Livelihoods,"13. Self-reliance, economic inclusion and livelihoods",,Apr - Jun 2023,% of households with infants (0 to 4 inclusive) who are not able to access childcare services in the host country,43,Refugees,Moldova,,UNHCR,Regional Protection Profiling & Monitoring,https://data.unhcr.org/en/documents/details/104828,Survey,yes,yes,"Total survey sample size:  1,905 respondents; convenience sampling for households selection in different locations",Potential sampling bias due to non-probabilistic sample distribution and household selection,https://microdata.unhcr.org/index.php/catalog/959
